manufacturer,model_name,production_start,production_end,recall_start_date,recall_count,recall_reason
비엠더블유,BMW 520d,2017-01-09,2017-01-09,2021-05-03,1,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 525d,2012-12-17,2012-12-17,2021-05-03,1,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 525d,2012-03-27,2013-01-28,2021-05-03,4,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 740d,2019-01-28,2019-02-22,2021-05-03,22,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 740d,2019-03-14,2020-01-22,2021-05-03,137,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 740Ld,2019-03-07,2020-01-23,2021-05-03,71,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 840d,2019-06-27,2020-01-20,2021-05-03,75,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW X3,2014-12-03,2014-12-04,2021-05-03,2,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW X3,2014-04-16,2017-03-29,2021-05-03,183,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW X4 M40d,2019-02-27,2020-02-09,2021-05-03,123,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW X4,2014-06-06,2017-04-20,2021-05-03,159,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 118d,2015-03-04,2017-03-04,2021-07-01,80,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 120d,2013-03-11,2014-11-22,2021-07-01,51,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 220d,2014-01-03,2014-05-23,2021-07-01,39,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2013-03-06,2015-06-30,2021-07-01,2916,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2013-03-28,2015-02-26,2021-07-01,127,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2013-03-26,2015-05-20,2021-07-01,658,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2015-07-03,2017-04-05,2021-07-01,782,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2015-07-21,2016-04-23,2021-07-01,19,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2016-06-29,2017-03-08,2021-07-01,64,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2015-06-17,2016-06-14,2021-07-01,49,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2011-11-08,2015-06-29,2021-07-01,1530,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2015-07-09,2017-01-13,2021-07-01,148,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2013-07-03,2015-05-13,2021-07-01,492,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2015-07-25,2017-02-13,2021-07-01,91,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2016-07-11,2017-02-27,2021-07-01,33,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 320d,2015-07-17,2016-06-17,2021-07-01,26,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 323d,2013-07-11,2014-12-15,2021-07-01,69,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 420d,2013-06-27,2015-01-28,2021-07-01,226,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 420d,2014-04-28,2015-02-20,2021-07-01,164,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 420d,2015-03-04,2017-01-09,2021-07-01,114,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 420d,2017-03-06,2017-04-04,2021-07-01,2,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 420d,2015-03-04,2017-01-26,2021-07-01,57,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 420d,2017-03-02,2017-03-02,2021-07-01,1,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 420d,2014-01-22,2015-01-27,2021-07-01,78,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 420d,2014-03-19,2015-02-28,2021-07-01,157,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 420d,2015-04-30,2017-02-23,2021-07-01,90,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 420d,2015-03-16,2016-07-26,2021-07-01,24,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 435d,2014-07-21,2016-08-30,2021-07-01,67,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 518d,2015-12-09,2015-12-09,2021-07-01,1,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 520d,2013-06-14,2014-06-27,2021-07-01,3515,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 520d,2014-07-07,2016-10-24,2021-07-01,2701,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 520d,2013-06-17,2014-04-30,2021-07-01,3,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 520d,2013-07-15,2017-02-01,2021-07-01,2550,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 520d,2011-08-31,2013-05-16,2021-07-01,8100,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 520d,2016-12-22,2017-03-09,2021-07-01,14,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 520d,2012-03-29,2013-05-10,2021-07-01,40,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW 520d,2012-06-29,2013-06-26,2021-07-01,653,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW X3,2011-03-31,2017-02-22,2021-11-01,206,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
비엠더블유,BMW X3,2012-01-18,2013-02-15,2021-11-01,23,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다."
