센터코드,센터명,센터종류,주소,전화번호,위도,경도,전기차수리,수소차수리
I01DH7,목상점,전문블루핸즈,대전광역시 대덕구 대덕대로 1508 (목상동),042 9352110,127.415842,36.449322,N,N
L01DG8,목포산정점,전문블루핸즈,전남광주통합특별시 목포시 용당로 8 (산정동),061 2428207,34.78835,126.402255,N,N
Z1Z029,목포현대상용서비스,종합블루핸즈,전남광주통합특별시 영암군 삼호읍 대불역로 219 ,061 4640077,126.446417,34.780114,N,N
S1M002,무거점,전문블루핸즈,울산광역시 남구 남부순환도로 1 (무거동),052 2224454,129.264122,35.549361,N,Y
L01DG6,무안점,전문블루핸즈,전남광주통합특별시 무안군 무안읍 공항로 27,061454 1177,126.478794,34.992861,N,N
M01DJ7,무양점,전문블루핸즈,경상북도 상주시 경상대로 3063-9 (무양동),054 5339011,128.150064,36.421064,N,N
J01DH1,무주점,전문블루핸즈,전북특별자치도 무주군 무주읍 한풍루로 295,063 3241951,127.658408,36.003442,N,N
M01L99,문경현대상용서비스,종합블루핸즈,경상북도 문경시 신기공단2길 5 ,054 5541422,128.171978,36.636278,N,N
N1M005,문덕점,전문블루핸즈,경상북도 포항시 남구 오천읍 냉천로 480-1 ,054 2928204,129.405469,35.952344,N,N
B7Z002,문래현대서비스,종합블루핸즈,서울특별시 영등포구 경인로 780 , 0226753000,37.513709,126.900208,N,Y
Z11Z49,문산동부현대서비스,종합블루핸즈,경기도 파주시 문산읍 우계로 430-13 ,031 9522373,37.857924,126.796357,N,N
MA0D67,문산점,전문블루핸즈,경기도 파주시 파주읍 충현로 42-8,031 9527304,126.793339,37.849356,N,N
MB0D85,문정점,전문블루핸즈,서울특별시 송파구 새말로 110 (문정동),02 449 9021,127.126261,37.482592,N,N
P1M006,문현점,전문블루핸즈,부산광역시 남구 문현로 12(문현동),051 6463838,35.14022,129.072113,N,N
MB0D75,문형점,전문블루핸즈,경기도 광주시 오포읍 오포로520번길 12,031 7664878,127.213722,37.344961,N,N
J2M003,문화점,전문블루핸즈,전북특별자치도 군산시 팔마로 12 (문화동),063 4614666,126.702453,35.973425,N,N
I01CB2,문화점,전문블루핸즈,대전광역시 중구 산성로 138 (문화동),042582 1199,127.401994,36.311853,N,N
B2M010,미사점,전문블루핸즈,경기도 하남시 미사강변한강로 319 ,031 80278839,127.200031,37.562269,N,N
ME0D63,미아점,전문블루핸즈,서울특별시 강북구 솔샘로 303 (미아동),02 945 8204,127.026072,37.618056,N,N
J2M001,미장점,전문블루핸즈,전북특별자치도 군산시 미장8길 2 ,063 4517104,35.959956,126.731203,N,N
MB0D01,미조프라자,전문블루핸즈,경기도 성남시 분당구 판교로479번길 15(야탑동),031 7098204,127.125975,37.405756,N,N
L03DG4,미평점,전문블루핸즈,전남광주통합특별시 여수시 만성로 111-1 (미평동),061 6515111,127.707797,34.771428,N,N
ME0D43,민락점,전문블루핸즈,경기도 의정부시 용민로122번길 10-5 (민락동),031 8514119,127.091161,37.739697,N,N
P1M009,민락점,전문블루핸즈,부산광역시 수영구 광남로 264(민락동),051 9510488,35.159652,129.127503,N,Y
E05DJ3,박달점,전문블루핸즈,경기도 안양시 만안구 양화로151번길 10 (박달동),031448 0951,126.908011,37.405994,N,N
E05H21,박달현대서비스,종합블루핸즈,"경기도 안양시 만안구 박달로275번길 41 (박달동 782,783번지)",031 4423113,126.884689,37.406061,Y,N
MF0D66,박촌점,전문블루핸즈,인천광역시 계양구 서부간선로 289 (박촌동),032 5418204,126.748206,37.556422,N,N
S01DG9,반구중부점,전문블루핸즈,울산광역시 중구 구교로 133 ,052 2925600,35.557066,129.338386,N,N
E1M004,반송동부점,전문블루핸즈,경기도 화성시 10용사3길 4 ,03180153352,127.066278,37.194539,N,N
P01DL6,반송점,전문블루핸즈,부산광역시 해운대구 반송로 834 (반송동),051 5448255,129.147111,35.228028,N,N
E1M001,반송점(주),전문블루핸즈,경기도 화성시 10용사로 416 (반송동),03180038272,37.199309,127.063426,N,N
E01DH5,반송중부점,전문블루핸즈,경기도 화성시 노작로3길 37 (반송동),03180151239,127.077519,37.196289,N,N
P01DL9,반여중부점,전문블루핸즈,부산광역시 해운대구 선수촌로157번길 20 (반여동),051528 8204,129.121608,35.207667,,
E05DM9,반월점,전문블루핸즈,경기도 안산시 상록구 반월로 34 (건건동 895-16),031 5010093,126.903956,37.302853,N,N
E01DK3,반월점,전문블루핸즈,경기도 용인시 기흥구 서천로202번길 7-16(농서동),031 2737600,127.070011,37.228914,N,N
E01DH6,발안점,전문블루핸즈,경기도 화성시 향남읍 발안만세길 67,031354 8204,37.129648,126.900075,N,N
MD0D59,방배동부점,전문블루핸즈,서울특별시 서초구 효령로 57 (방배동),02 34868204,126.990611,37.479397,N,N
MD0D66,방배중부점,전문블루핸즈,서울특별시 서초구 서초대로 82 (방배동), 0234878204,37.486688,126.991475,N,N
B4Z004,방배현대서비스,종합블루핸즈,서울특별시 서초구 과천대로 904 , 02 5258711,126.983625,37.471667,N,N
MB0D04,방이점,전문블루핸즈,서울특별시 송파구 오금로27길 49 (방이동), 02 4158272,127.120664,37.510189,N,N
B2Z012,방이현대서비스,종합블루핸즈,서울특별시 송파구 백제고분로51길 27 , 02 4241181,127.112644,37.516564,N,N
M01DP2,방촌점,전문블루핸즈,대구광역시 동구 화랑로 399 ,053 9818022,35.877132,128.667617,N,N
I1M011,방축점(주),전문블루핸즈,충청남도 아산시 신정로 757 (방축동),041 5348204,126.988603,36.784272,N,N
MC0D35,방화점,전문블루핸즈,서울특별시 강서구 양천로 59 (방화동), 0226628355,126.810397,37.573692,N,N
I1M003,배방점,전문블루핸즈,충청남도 아산시 배방읍 북수로 108,041 5410831,36.773588,127.07278,N,N
MA0D40,백석점,전문블루핸즈,경기도 고양시 일산동구 백석로85번길 5-4 백석점블루핸즈,031 9042839,126.786675,37.648083,N,N
I1Z008,백석현대서비스,종합블루핸즈,충청남도 천안시 서북구 음봉로 909-17 (백석동),041 6226500,36.825102,127.106187,N,Y
E01DL8,백암점,전문블루핸즈,경기도 용인시 처인구 백암면 죽양대로 1203,031 3225325,127.374789,37.169511,,
N1M009,백천점,전문블루핸즈,경상북도 경산시 백천길 2 ,053 8160082,35.807279,128.741494,N,N
L03T23,벌교자동차정비공업사,종합블루핸즈,전남광주통합특별시 보성군 벌교읍 분토길 4,061 8583900,127.347458,34.833683,N,N
L03DJ1,벌교점,전문블루핸즈,전남광주통합특별시 보성군 벌교읍 홍암로 116-3,061857 8204,127.354725,34.846767,N,N
P01DK8,범일점,전문블루핸즈,부산광역시 동구 중앙대로 498-1 (범일동),051 6378898,35.137693,129.056847,N,Y
ME0D66,별내점,전문블루핸즈,경기도 남양주시 두물로27번길 5 ,031 5722233,127.127356,37.656306,N,N
B3Z008,별내현대서비스,종합블루핸즈,경기도 남양주시 송산로 356(별내동),07044595259,37.673389,127.13436,Y,N
I1M012,병천점(주),전문블루핸즈,충청남도 천안시 동남구 병천면 충절로 1723,041 5618204,36.763791,127.297126,N,N
E01DN7,보라점,전문블루핸즈,경기도 용인시 기흥구 민속촌로 17 (보라동),031 2812221,37.255251,127.10701,N,N
I01G73,보령현대서비스,종합블루핸즈,충청남도 보령시 신대목재길 6 (신흑동),041 9315225,36.317784,126.537695,N,N
L03DJ7,보성점,전문블루핸즈,전남광주통합특별시 보성군 보성읍 송재로 227 ,061 8520707,127.083989,34.775119,N,N
G01DG7,보은점,전문블루핸즈,충청북도 보은군 보은읍 죽전제방길 22-19,043 5445294,127.723189,36.477839,,
M01DN7,복룡점,전문블루핸즈,경상북도 상주시 복룡3길 18 (복룡동),054 5324700,128.172969,36.417342,N,N
MB0D95,복정남부점,전문블루핸즈,경기도 성남시 수정구 복정로 24 (복정동),031753 7300,127.127578,37.455142,N,N
M01CA2,본리점,전문블루핸즈,대구광역시 달서구 구마로 73 (본리동),053523 2211,35.837762,128.53562,N,N
E05DG1,본오점,전문블루핸즈,경기도 안산시 상록구 충장로 74 (본오동),031418 9759,126.857314,37.288347,N,N
L03DK2,봉계점,전문블루핸즈,전남광주통합특별시 여수시 여수산단로 32 (봉계동),061 6821600,127.663786,34.786931,N,N
M01DR2,봉곡점,전문블루핸즈,경상북도 구미시 봉곡남로 35 ,054 4537507,36.150716,128.306951,N,N
S02DJ8,봉곡점,전문블루핸즈,경상남도 창원시 의창구 지귀로24번길 14 (봉곡동),055 2762580,128.650947,35.244619,N,N
E01DP1,봉담남부점,전문블루핸즈,경기도 화성시 봉담읍 삼천병마로 1307-9,031 2788204,126.950242,37.221861,N,N
E01DM5,봉담점,전문블루핸즈,경기도 화성시 봉담읍 와우안길 108,031 8988204,126.974128,37.220536,N,N
I01DL4,봉명점,전문블루핸즈,대전광역시 유성구 유성대로654번길 192 (봉명동),042 8230119,127.339386,36.350003,N,N
G01DH8,봉방서부점,전문블루핸즈,충청북도 충주시 애향로 9 (봉방동),043 8438204,127.911531,36.975375,N,N
L1M013,봉선점,전문블루핸즈,전남광주통합특별시 남구 제석로 117-2 ,062 6712878,35.125126,126.907523,N,Y
S2M003,봉평점,전문블루핸즈,경상남도 통영시 도남로 103 (봉평동),055645 4979,128.415783,34.831447,N,N
P3M009,봉황점,전문블루핸즈,경상남도 김해시 김해대로 2272번안길 35(봉황동),055 7242112,128.879014,35.223683,N,N
F01DL7,부곡점,전문블루핸즈,강원특별자치도 동해시 임항로 85 (부곡동),033533 8561,129.110325,37.540456,N,N
P01DH2,부곡점,전문블루핸즈,부산광역시 금정구 중앙대로 1594 (부곡동),051 5188887,35.226685,129.089976,N,N
P02DJ1,부민점,전문블루핸즈,부산광역시 서구 구덕로222번길 16 (부민동1가),051256 8270,35.104214,129.020961,N,N
B2M008,부발신하점,전문블루핸즈,경기도 이천시 부발읍 경충대로 2170,031 6388885,127.485092,37.257592,N,N
MB0D35,부발점,전문블루핸즈,경기도 이천시 부발읍 경충대로 1754,031 6378504,127.519336,37.235361,N,N
P2Z003,부산강서현대상용서비스,종합블루핸즈,부산광역시 강서구 녹산산업북로 169,051 3114400,128.843219,35.098322,N,N
P01000,부산하이테크센터,하이테크센터,부산광역시 연제구 중앙대로 1168  거제동,051 8504000,35.192115,129.081466,,
J01DK7,부송점,전문블루핸즈,전북특별자치도 익산시 무왕로 1290 (부송동),063 8318204,35.960579,126.999737,N,N
MF0D42,부평점,전문블루핸즈,인천광역시 부평구 장제로 183 (부평동),032 5117784,126.730414,37.502044,N,N
D1Z009,부평현대서비스,종합블루핸즈,인천광역시 부평구 부평북로 33 (청천동),032 5192666,37.522747,126.696697,N,N
MA0D33,북가좌점,전문블루핸즈,서울특별시 서대문구 수색로 145 (북가좌동), 02 3089993,126.904569,37.575244,N,N
F1Z015,북강릉현대서비스,종합블루핸즈,강원특별자치도 강릉시 사임당로 556 북강릉현대서비스,033 6450001,128.8521,37.787978,N,N
M1Z010,북구미현대서비스(주),종합블루핸즈,경상북도 구미시 산동면 옥계2공단로 640,054 4719200,128.416472,36.161517,Y,N
S1Z003,북구진장현대서비스,종합블루핸즈,울산광역시 북구 진장2길 19 ,052 2830012,35.569915,129.359352,Y,Y
I1Z026,북대전현대상용서비스,종합블루핸즈,대전광역시 대덕구 대전로 1324 ,042 6341122,127.420703,36.371989,N,Y
F01F32,북동해현대상용서비스,종합블루핸즈,강원특별자치도 동해시 삼화로 58 ,033 5348882,129.063131,37.484425,N,N
S2M001,북변점,전문블루핸즈,경상남도 남해군 남해읍 화전로 123-7,055863 6633,127.893722,34.842836,N,N
Z11Z37,북부일산자동차서비스(주),종합블루핸즈,경기도 고양시 일산서구 경의로 939 (덕이동),031 9229000,37.701464,126.759324,Y,N
B03000,북부하이테크센터,하이테크센터,서울특별시 도봉구 방학로 76  방학동, 0234998300,37.663355,127.044101,,
L1Z011,북부현대서비스,종합블루핸즈,전남광주통합특별시 광산구 도천남길 213 북부현대서비스(주),062 9728204,35.213914,126.81967,N,Y
M1Z005,북삼현대서비스,종합블루핸즈,경상북도 칠곡군 북삼읍 금오대로 120,054 9746662,128.344864,36.056558,N,N
G1Z003,북세종현대서비스,종합블루핸즈,세종특별자치시 연서면 당산로 487,044 9987988,36.573781,127.289643,Y,Y
S02CA6,북신점,전문블루핸즈,경상남도 통영시 원문로 38 ,055 6488517,128.424642,34.857811,N,N
S1Z006,북울산현대상용서비스,종합블루핸즈,울산광역시 북구 죽전로 21 (효문동),052 2891001,129.366558,35.565578,N,N
G01H33,북제천현대서비스,종합블루핸즈,충청북도 제천시 내토로 891 ,043 6460589,128.228333,37.156031,N,N
I1Z013,북천안현대서비스(주),종합블루핸즈,충청남도 천안시 서북구 신당새터2길 28 (신당동),041 5238204,36.850943,127.158182,N,Y
F1Z013,북춘천현대서비스,종합블루핸즈,강원특별자치도 춘천시 동면 하일길 215-4 ,033 2572338,127.752392,37.903433,N,Y
N1Z003,북포항현대서비스,종합블루핸즈,경상북도 포항시 북구 청하면 동해대로 2353 ,054 2328204,36.179578,129.340218,Y,N
MB0DA7,분당점(주),전문블루핸즈,경기도 성남시 분당구 장안로25번길 6-8 (분당동),031 7077722,127.142747,37.370069,N,N
B2Z013,분당현대서비스,종합블루핸즈,경기도 성남시 분당구 돌마로 569 (서현동),031 7075033,37.383875,127.137991,N,Y
G01DL1,분평점,전문블루핸즈,충청북도 청주시 서원구 1순환로 1029,043 2848205,127.481478,36.607939,N,N
MA0D02,불광점,전문블루핸즈,서울특별시 은평구 연서로 303 (불광동), 02 3550404,126.927019,37.622764,N,N
B7Z003,비케이프라임산업(주),종합블루핸즈,서울특별시 금천구 범안로 17길67, 02 8584729,126.893114,37.4695,N,N
L01DM7,빛가람점,전문블루핸즈,전남광주통합특별시 나주시 석전2길 42 (빛가람동),061 3328577,126.777317,35.023617,N,N
L1M003,빛고을현대서비스(주),종합블루핸즈,전남광주통합특별시 광산구 풍영정길 333(신창동) ,062 5158582,35.194687,126.854437,N,Y
M01DM5,사곡점,전문블루핸즈,경상북도 구미시 상모로1길 68-1(사곡점),054 4648204,128.354989,36.094758,N,N
E05DP2,사동중앙점,전문블루핸즈,경기도 안산시 상록구 항가울로 170 (사동),031408 8572,126.842939,37.296017,N,N
S2M009,사림점,전문블루핸즈,경상남도 창원시 의창구 사림로158번길 16-7(사림동),055 2810670,128.6842,35.242678,N,N
F01DK5,사북점,전문블루핸즈,강원특별자치도 정선군 사북읍 지장천로 457 ,033 5920909,128.798972,37.227247,,
P02N36,사상감전현대서비스,종합블루핸즈,부산광역시 사상구 학감대로237번길 13 ,051 3130501,35.152177,128.989343,Y,Y
P02000,사상하이테크센터,하이테크센터,부산광역시 사상구 가야대로 86  학장동,051 3091300,35.150382,128.982038,,
D1M006,사우점,전문블루핸즈,경기도 김포시 중구로 14,031 9971900,37.6226,126.71138,N,N
P01DH3,사직점,전문블루핸즈,부산광역시 동래구 여고로 32 (사직동),051 5068204,35.195268,129.067453,N,N
G01CA2,사직점,전문블루핸즈,충청북도 청주시 서원구 사운로 115,043 2718204,127.478736,36.639361,N,N
S02DN5,사천점,전문블루핸즈,경상남도 사천시 사천읍 동문1길 87,055852 7772,35.085521,128.096665,N,N
M01DH4,산격점,전문블루핸즈,대구광역시 북구 동북로 192 (산격동),053 9570188,128.613306,35.897883,N,N
MF0D50,산곡점,전문블루핸즈,인천광역시 부평구 마장로 249 (산곡동),032513 3989,126.702417,37.500356,N,N
E5M002,산본동부점,전문블루핸즈,경기도 군포시 엘에스로182번길 36 ,031 4519844,37.37753,126.941778,N,N
E01CA2,산본점,전문블루핸즈,경기도 군포시 고산로 735-3 (산본동),031397 7113,126.938322,37.374711,N,N
J02DG4,산북점,전문블루핸즈,전북특별자치도 군산시 칠성안3길 4(산북동),063 4662244,126.67355,35.959544,N,N
MB0D15,산성점,전문블루핸즈,경기도 성남시 수정구 희망로 528 (산성동),031744 8204,127.152033,37.450608,N,N
L01CA1,산수점,전문블루핸즈,전남광주통합특별시 동구 필문대로 112 (산수동),062 5288572,35.160589,126.930085,N,N
L01CA3,산정점,전문블루핸즈,전남광주통합특별시 광산구 산정공원로81번길 30 (산정동),062955 8204,126.804694,35.175072,N,N
S02Q54,산청현대서비스,종합블루핸즈,경상남도 산청군 산청읍 친환경로2720번길 91 ,055 9737676,35.414381,127.886648,N,Y
P02N27,삼덕정비㈜,종합블루핸즈,부산 사상구 감전동 162-10,051 3153225,128.982608,35.151242,N,N
P02DH2,삼락점,전문블루핸즈,부산광역시 사상구 운산로 15 (삼락동),051303 8572,128.978761,35.169575,N,N
P03DG6,삼방점,전문블루핸즈,경상남도 김해시 삼안로 147 (삼방동),055 3264510,128.914069,35.241672,N,N
S01DG6,삼산남부점,전문블루핸즈,울산광역시 남구 정동로6번길 19 (삼산동),052 2762276,35.534939,129.345796,N,N
MF0D51,삼산점,전문블루핸즈,인천광역시 부평구 장제로 337-1 (삼산동),032506 7784,37.515839,126.73172,N,N
S1Z001,삼산현대서비스,종합블루핸즈,울산광역시 남구 화합로 236 ,052 2735600,35.54535,129.339467,N,Y
B1Z005,삼송현대서비스,종합블루핸즈,경기도 고양시 덕양구 큰골길 10(오금동), 02 3819955,37.664773,126.895609,Y,Y
MA0D63,삼원로점,전문블루핸즈,경기도 고양시 덕양구  삼원로 34(삼송동), 02 3710808,126.875567,37.642728,N,N
Z21Z57,삼일자동차써비스(주),종합블루핸즈,인천광역시 제물포구 축항대로290번길 120 ,032 8853221,126.621081,37.438692,N,N
S02Q61,삼천포현대서비스,종합블루핸즈,경상남도 사천시 삼천포대교로 577 ,055 8337610,34.949503,128.077398,N,N
S2M013,삼칠점,전문블루핸즈,경상남도 함안군 칠서면 삼칠로 233 ,055 5863753,35.314619,128.511813,N,N
B2M004,삼평점,전문블루핸즈,경기도 성남시 분당구 판교역로241번길 22 (삼평동),03180228204,127.106817,37.402756,N,N
T1M005,삼화점,전문블루핸즈,제주특별자치도 제주시 연삼로 910,064 7230337,33.511897,126.583179,N,N
I01DN9,삽교점,전문블루핸즈,충청남도 예산군 삽교읍 윤봉길로 1577,041 3383742,126.744919,36.690747,N,N
L01J58,삽진현대서비스,종합블루핸즈,전남광주통합특별시 목포시 대양로13번길 12 ,061 2787103,126.383169,34.823322,N,N
ME0D74,상계서부점,전문블루핸즈,서울특별시 노원구 수락산로 57 (상계동),02 930 8202,127.070539,37.666961,N,N
P3M002,상남점,전문블루핸즈,경상남도 밀양시 상남면 밀양대로 1486-1,055 3545856,35.464428,128.757736,N,N
S02DH9,상대점,전문블루핸즈,경상남도 진주시 모덕로 195 (상대동),055761 8611,128.115264,35.188433,N,N
MD0D26,상도점,전문블루핸즈,서울특별시 동작구 상도로 386 , 02 8224331,37.494576,126.954716,N,N
N01DG6,상도점,전문블루핸즈,경상북도 포항시 남구 포스코대로 319 (상도동),054 2728205,36.019019,129.35892,N,N
B4M010,상도중앙점,전문블루핸즈,서울특별시 동작구 상도로 226 , 02 8138204,37.505067,126.943799,N,N
MF0D82,상동동부점,전문블루핸즈,경기도 부천시 원미구 부일로276번길 12 ,032 6518204,37.487771,126.760388,N,N
M01DR5,상동점,전문블루핸즈,대구광역시 수성구 수성로 17 (상동),053 7618572,128.610083,35.8271,N,N
MF0D64,상동중부점,전문블루핸즈,경기도 부천시 원미구 상이로9번길 7-4 ,032 3218204,126.743747,37.489458,N,N
E5Z005,상록현대서비스,종합블루핸즈,경기도 안산시 상록구 오목로 165,031 4097788,37.291311,126.87585,Y,Y
I01DH9,상서점,전문블루핸즈,대전광역시 대덕구 신탄진로 607(상서동),042 9334972,127.423283,36.433039,N,N
S1M006,상안점,전문블루핸즈,울산광역시 북구 신답1길 9-5 (상안동),052 2941844,35.628477,129.344261,N,N
Z14Z39,상암현대서비스,종합블루핸즈,서울특별시 마포구 모래내로3길 19 , 02 3746437,37.56598,126.903627,N,Y
M01M02,상주현대서비스,종합블루핸즈,경상북도 상주시 북상주로 102 (죽전동),054 5359003,36.43853,128.159023,Y,N
S02DJ7,상평점,전문블루핸즈,경상남도 진주시 도동로 8 .,055 7538588,128.123567,35.170769,N,N
E01DK6,상하점,전문블루핸즈,경기도 용인시 기흥구 중부대로 804 (상하동),031 2810018,127.143122,37.256867,,
E01DP3,상현점,전문블루핸즈,경기도 용인시 기흥구 이현로 71-1(보정동) ,031 2653337,127.093722,37.309381,N,N
F01F34,새한자동차공업사,종합블루핸즈,강원특별자치도 양양군 양양읍 남문1길 3,033671 7740,128.624764,38.076064,N,Y
L1Z008,서광주현대서비스(유),종합블루핸즈,"전남광주통합특별시 서구 죽봉대로 9, 1층(화정동)",062 3658204,126.882969,35.153894,Y,N
M01L37,서구미현대서비스,종합블루핸즈,경상북도 구미시 선기로3길 44 남통동 ,054 4575055,128.316978,36.127864,N,N
T1M006,서귀점,전문블루핸즈,제주특별자치도 서귀포시 정방로 25(서귀동),064 7334004,33.24649,126.568707,N,N
T01T07,서귀포천지현대서비스,종합블루핸즈,제주특별자치도 서귀포시 토평공단로139번길 6 ,064 7320070,33.293548,126.581507,N,N
M1Z020,서김천현대서비스,종합블루핸즈,경상북도 김천시 속구미길 65(신음동),054 4331154,36.12911,128.133496,Y,N
Z1Z033,서김해현대상용서비스,종합블루핸즈,경상남도 김해시 서김해산단안길 105 ,055 9020100,128.844478,35.212708,N,N
P3Z003,서김해현대서비스,종합블루핸즈,경상남도 김해시 주촌면 서부로 1474-11 ,055 7241980,35.229205,128.820029,Y,Y
M01L69,서대구현대상용서비스,종합블루핸즈,대구광역시 달서구 성서공단로 72-19 ,053 5855900,128.491008,35.832853,N,N
M01L63,서대구현대서비스,종합블루핸즈,대구광역시 서구 와룡로 319 ,053 5622662,35.861389,128.536504,Y,N
P02DK2,서대신점,전문블루핸즈,부산광역시 서구 대신로 107 (서대신동3가),051253 8204,129.013269,35.116872,N,N
S1M008,서동점,전문블루핸즈,울산광역시 중구 북부순환도로 895 (서동) ,052 2931472,129.347875,35.580911,N,Y
M01DR6,서변점,전문블루핸즈,대구광역시 북구 호국로 237 (서변동),053 9398572,128.599086,35.922878,N,N
P03000,서부산하이테크센터,하이테크센터,경상남도 김해시 김해대로 2736  지내동,055 3201472,35.226434,128.923184,,
J1Z011,서부안현대서비스,종합블루핸즈,전북특별자치도 부안군 부안읍 순환남로 571 ,063 5847873,126.755606,35.710911,Y,Y
L1Z009,서부현대서비스,종합블루핸즈,전남광주통합특별시 서구 풍서좌로 247 ,062 6753111,35.126692,126.842607,N,Y
I01G81,서산현대서비스,종합블루핸즈,충청남도 서산시 수석순환로 5 (수석동),041 6650611,36.781471,126.497397,N,Y
S01DL1,서생점,전문블루핸즈,울산광역시 울주군 서생면 해맞이로 1622,052 2380091,129.340033,35.386019,N,N
S02DK8,서성점,전문블루핸즈,경상남도 창원시 마산합포구 남성로 21,055 2430043,128.5703,35.203797,N,N
M1Z011,서안동현대서비스,종합블루핸즈,경상북도 안동시 풍산읍 풍산태사로 773,054 8593434,36.589197,128.546581,N,N
MF0D34,서운점,전문블루핸즈,인천광역시 계양구 살라리로1번길 2 ,032 5548572,126.744856,37.537264,N,N
Z13Z47,서울숲현대서비스,종합블루핸즈,서울특별시 성동구 왕십리로16길 26 (성수동 1가), 02 4641885,127.047,37.551106,N,N
Z15Z21,서울자동차서비스,종합블루핸즈,서울특별시 강남구 선릉로93길 46 (역삼동), 02 5542085,127.044892,37.504428,N,N
F1Z010,서원주현대서비스,종합블루핸즈,강원특별자치도 원주시 봉화로 145 (단계동),033 7339800,37.357763,127.927967,N,Y
Z15Z20,서이천현대서비스,종합블루핸즈,경기도 이천시 이섭대천로 1334 (증포동),031 6312881,37.287695,127.452521,N,N
J01K39,서익산현대서비스,종합블루핸즈,전북특별자치도 익산시 군익로 446-1 ,063 8550020,35.943112,126.93433,Y,Y
D1Z005,서인천종합서비스,종합블루핸즈,인천광역시 서구 원석로 160,032 5818601,37.509602,126.642368,N,Y
J1Z005,서전주현대서비스(유),종합블루핸즈,전북특별자치도 전주시 덕진구 온고을로 438-1 1층(만성동),063 7143888,35.850932,127.08266,N,Y
G01H24,서천안현대서비스,종합블루핸즈,충청남도 천안시 서북구 두정공단1길 143 ,041 5551641,36.838573,127.154205,N,N
J2Z001,서천장항현대서비스,종합블루핸즈,충청남도 서천군 장항읍 장서로 68 ,041 9560909,36.013891,126.699385,N,Y
E1M014,서천점,전문블루핸즈,경기도 용인시 기흥구 서그내로53번길 3-29,031 2038572,37.242968,127.076399,N,N
J2M002,서천점,전문블루핸즈,충청남도 서천군 서천읍 서천로 174,041 9524984,36.083306,126.687665,N,N
MD0D69,서초남부점,전문블루핸즈,서울특별시 서초구 서초대로53길 16 (서초동), 02 5937799,37.495609,127.01495,N,N
MD0D51,서초동부점,전문블루핸즈,서울특별시 서초구 서초대로42길 55(서초동), 02 5259797,37.489642,127.009778,N,N
MD0D70,서초서부점,전문블루핸즈,서울특별시 서초구 서운로 14 (서초동), 02 5858204,37.48539,127.029854,N,N
B4Z002,서초현대서비스,종합블루핸즈,서울특별시 서초구 반포대로18길 48 , 0234723796,127.012914,37.487139,N,N
Z1Z009,서평택현대상용서비스,종합블루핸즈,경기도 평택시 포승읍 포승서로 80 ,031 6868777,126.855889,36.997575,N,N
MB0D87,서하남로점,전문블루핸즈,경기도 하남시 서하남로 264(광암동), 02 4839944,127.172833,37.517117,,
M01DP8,서호점,전문블루핸즈,대구광역시 동구 안심로43길 2 (서호동),053 9638287,35.8665,128.708989,N,N
MF0D17,석남점,전문블루핸즈,인천광역시 서구 길주로 82 (석남동),032 5838204,37.506073,126.670944,N,N
MF0D49,석모점,전문블루핸즈,경기도 김포시 양촌읍 김포한강4로 260,031982 8904,126.654742,37.651847,,
F01DL3,석사점,전문블루핸즈,강원특별자치도 춘천시 남춘로36번길 87 (퇴계동),033261 8210,127.738131,37.858731,N,N
B2M007,석촌점,전문블루핸즈,서울특별시 송파구 송파대로39길 6(석촌동), 02 4214087,37.502833,127.108314,N,Y
B2Z011,석촌현대자동차서비스,종합블루핸즈,서울특별시 송파구 백제고분로39길 40 (석촌동), 02 4130117,37.507712,127.103266,N,N
L01DM3,석현점,전문블루핸즈,전남광주통합특별시 목포시 영산로 721 (석현동),061 2816364,126.419378,34.82855,N,N
L03DG8,석현점,전문블루핸즈,전남광주통합특별시 순천시 삼산로 35 (석현동),061 7538700,34.971622,127.487131,N,N
F01F25,석화자동차공업(주),종합블루핸즈,강원특별자치도 홍천군 홍천읍 마지기로 187,033435 9650,37.704577,127.879251,N,Y
S01DK2,선암점,전문블루핸즈,울산광역시 남구 두왕로 80 ,052 2272555,35.510395,129.309119,N,Y
P03DH6,선지점,전문블루핸즈,경상남도 김해시 주촌면 선천로 95 ,055 3381271,128.843092,35.235414,N,Y
Z31Z17,선진1급정비공장,종합블루핸즈,경기도 포천시 일동면 화동로 790 ,031 5310808,127.308644,37.935672,N,N
N01DH2,성건점,전문블루핸즈,경상북도 경주시 북문로 63 ,054 7448204,129.209364,35.850308,N,N
MB0DA6,성남점,전문블루핸즈,경기도 성남시 중원구 산성대로 64-1(성남동),031 7534533,127.126542,37.432792,N,N
Z13Z59,성남하이테크밸리현대서비스,종합블루핸즈,경기도 성남시 중원구 순환로 116 ,031 7467000,37.43415,127.179847,N,Y
N01DJ4,성동점,전문블루핸즈,경상북도 경주시 알천남로 176-1 ,054 7717120,129.219197,35.849233,N,N
MA0D06,성북삼선교점,전문블루핸즈,서울특별시 성북구 성북로 38 (성북동), 02 7638204,37.591314,127.003778,N,N
T1M002,성산점,전문블루핸즈,제주특별자치도 서귀포시 성산읍 서성일로 1194,064 7848204,33.446013,126.906125,N,N
MA0D79,성석동부점,전문블루핸즈,경기도 고양시 일산동구 성석로 325 (성석동),031 9770809,126.794096,37.704769,N,N
M01DG2,성주점,전문블루핸즈,경상북도 성주군 성주읍 성주순환로 226,054 9318204,128.289947,35.922631,,
